Temperature,Humidity,Sunlight,Moisture,Air Quality,Output
16,65,0,61,55,CHERRIES
15,68,1,69,90,PEAR
31,68,0,60,48,JAMUN
22,77,1,74,189,GUAVA
18,66,1,73,39,KIWI
26,73,1,65,123,GUAVA
22,70,0,53,91,LEMON
21,60,0,70,17,STRAWBERRY
19,65,1,67,154,KIWI
21,76,1,62,144,KIWI
21,66,0,75,55,LEMON
14,65,1,65,41,PEAR
21,59,0,63,44,LEMON
28,64,1,26,17,MANGO
36,54,1,67,81,GRAPE
21,52,0,64,12,LEMON
28,52,1,59,63,ORANGE
21,69,1,68,41,APPLE
21,57,0,60,24,LEMON
23,65,1,56,35,BANANA
28,75,1,20,51,MANGO
27,53,1,72,145,ORANGE
32,65,1,56,58,BANANA
21,59,1,59,13,APPLE
30,52,1,60,27,MOUSAMBI
26,62,0,58,31,BLUEBERRY
26,68,0,80,148,JAMUN
23,65,0,52,19,LEMON
22,51,1,54,46,APPLE
14,73,1,72,90,KIWI
45,52,1,56,97,GRAPE
27,77,1,56,98,GUAVA
24,66,1,58,23,MOUSAMBI
25,53,0,69,88,LEMON
23,64,0,72,71,LEMON
20,66,1,58,193,KIWI
23,62,0,56,74,CHERRIES
29,61,1,64,128,ORANGE
22,59,1,64,47,APPLE
27,77,1,55,15,DRAGONFRUIT
24,63,0,76,67,STRAWBERRY
15,66,1,59,75,KIWI
22,57,1,55,40,APPLE
21,68,1,60,39,APPLE
29,69,1,67,153,GUAVA
36,52,1,53,65,GRAPE
36,66,1,60,61,BANANA
27,66,0,67,76,JAMUN
25,78,0,63,174,JAMUN
27,63,1,33,36,MANGO
24,61,1,70,157,GUAVA
33,80,0,76,84,JAMUN
34,60,1,57,47,POMEGRANATE
15,42,1,53,100,POMEGRANATE
20,64,0,65,33,CHERRIES
25,60,1,59,22,GRAPE
29,55,0,58,69,LEMON
29,59,0,63,53,LEMON
21,63,1,68,22,GRAPE
23,50,0,63,46,CHERRIES
29,74,0,79,172,JAMUN
26,68,1,69,68,GUAVA
18,65,0,65,100,CHERRIES
28,62,1,57,92,GUAVA
29,60,0,51,93,BLUEBERRY
22,51,1,52,35,APPLE
17,67,1,68,63,BANANA
21,63,1,74,12,APPLE
22,68,1,56,159,KIWI
27,70,1,56,58,ORANGE
22,52,0,78,25,STRAWBERRY
24,74,1,67,66,DRAGONFRUIT
27,63,1,59,18,ORANGE
23,51,1,54,83,POMEGRANATE
19,46,1,58,45,POMEGRANATE
20,66,1,58,196,KIWI
29,63,0,78,128,JAMUN
27,77,1,51,53,DRAGONFRUIT
24,59,0,73,28,LEMON
33,49,1,56,87,POMEGRANATE
22,64,1,53,154,KIWI
21,67,1,61,191,GUAVA
15,50,1,57,34,POMEGRANATE
18,42,1,76,91,POMEGRANATE
26,44,1,67,86,POMEGRANATE
34,42,1,62,60,POMEGRANATE
29,67,1,29,96,MANGO
22,56,0,78,27,STRAWBERRY
15,62,0,71,43,CHERRIES
27,58,1,53,80,MOUSAMBI
18,62,0,78,53,STRAWBERRY
25,70,1,55,44,GUAVA
23,53,1,51,46,MOUSAMBI
26,54,1,67,87,ORANGE
22,61,0,54,69,LEMON
20,50,0,74,42,STRAWBERRY
20,64,0,76,49,STRAWBERRY
28,74,1,50,96,DRAGONFRUIT
29,62,1,31,90,MANGO
25,61,1,63,36,DRAGONFRUIT
35,61,0,73,49,JAMUN
18,53,1,52,47,GRAPE
18,80,1,72,27,KIWI
22,59,0,65,20,LEMON
25,60,0,65,88,JAMUN
24,52,0,67,25,CHERRIES
19,65,0,74,32,CHERRIES
21,59,1,71,49,PEAR
18,75,1,60,154,KIWI
25,60,1,68,76,MOUSAMBI
31,68,1,50,96,BANANA
27,63,1,69,192,ORANGE
29,63,0,73,82,BLUEBERRY
22,62,0,61,47,LEMON
28,62,0,67,66,LEMON
28,76,1,50,21,DRAGONFRUIT
28,53,1,62,25,MOUSAMBI
33,66,1,66,57,GRAPE
25,70,0,80,29,STRAWBERRY
23,50,0,72,86,STRAWBERRY
28,54,0,66,96,BLUEBERRY
16,59,1,66,85,POMEGRANATE
16,56,0,68,48,BLUEBERRY
19,60,0,73,26,CHERRIES
20,77,1,64,11,DRAGONFRUIT
20,72,1,58,15,GUAVA
20,57,0,73,95,STRAWBERRY
27,63,0,64,68,JAMUN
28,52,1,56,28,GRAPE
20,55,0,51,28,CHERRIES
28,52,1,52,43,MOUSAMBI
32,40,1,79,85,POMEGRANATE
15,64,1,75,44,PEAR
21,63,1,66,78,MOUSAMBI
29,59,1,69,184,ORANGE
23,59,1,70,33,APPLE
19,66,1,50,112,PEAR
18,40,1,56,39,POMEGRANATE
20,66,0,80,58,STRAWBERRY
29,66,1,33,61,MANGO
30,78,1,24,77,MANGO
29,51,1,53,19,GRAPE
22,57,0,75,24,LEMON
28,68,1,57,163,BANANA
24,59,1,51,130,PEAR
24,50,1,64,40,APPLE
26,57,1,57,59,ORANGE
30,74,1,29,19,MANGO
20,70,1,67,65,DRAGONFRUIT
26,64,1,69,154,ORANGE
27,70,1,20,39,MANGO
18,57,0,70,75,STRAWBERRY
28,52,0,55,43,BLUEBERRY
20,64,1,62,142,GUAVA
14,76,1,58,73,BANANA
23,53,1,69,96,MOUSAMBI
25,61,0,73,121,JAMUN
32,60,1,54,157,BANANA
16,54,0,80,88,STRAWBERRY
23,55,1,57,118,PEAR
26,64,1,66,10,MOUSAMBI
25,73,1,68,174,GUAVA
29,55,1,51,47,MOUSAMBI
23,67,1,61,29,APPLE
28,65,1,70,152,GUAVA
24,79,1,60,45,BANANA
22,60,0,53,41,BLUEBERRY
19,55,0,56,94,BLUEBERRY
40,53,1,61,48,GRAPE
20,64,0,77,42,STRAWBERRY
22,68,0,79,40,STRAWBERRY
24,77,1,75,151,GUAVA
15,42,1,72,20,POMEGRANATE
23,65,1,59,90,DRAGONFRUIT
20,54,1,68,74,POMEGRANATE
21,70,1,58,26,BANANA
25,68,1,50,116,BANANA
23,54,1,56,87,MOUSAMBI
25,66,0,72,96,STRAWBERRY
24,61,1,63,60,GUAVA
27,50,1,51,54,MOUSAMBI
24,67,0,72,17,STRAWBERRY
18,69,1,54,110,PEAR
24,56,0,72,23,LEMON
20,67,1,53,61,MOUSAMBI
20,67,1,53,200,PEAR
22,70,1,65,123,GUAVA
20,79,1,69,11,KIWI
28,64,0,66,20,BLUEBERRY
19,64,1,64,100,KIWI
23,80,1,52,46,DRAGONFRUIT
22,63,0,71,15,CHERRIES
19,67,0,64,67,BLUEBERRY
27,70,1,20,88,MANGO
23,78,1,71,88,KIWI
27,51,1,66,26,ORANGE
17,56,1,60,99,GRAPE
22,59,1,71,27,APPLE
25,78,1,58,96,BANANA
22,57,1,61,186,PEAR
26,60,1,30,63,MANGO
29,69,1,66,71,DRAGONFRUIT
30,60,0,72,85,JAMUN
22,52,1,54,39,APPLE
15,61,0,71,21,STRAWBERRY
23,76,1,66,59,GUAVA
30,65,0,75,114,JAMUN
23,69,1,57,113,KIWI
25,65,1,25,79,MANGO
28,50,1,50,94,ORANGE
26,64,1,62,24,BANANA
29,62,1,68,99,GRAPE
24,66,0,57,70,BLUEBERRY
24,65,1,72,26,APPLE
18,66,1,74,196,PEAR
17,61,1,66,39,KIWI
17,61,0,60,59,CHERRIES
29,56,1,63,187,ORANGE
25,65,1,57,75,DRAGONFRUIT
27,66,1,50,83,MOUSAMBI
21,58,1,52,41,APPLE
26,66,1,67,119,GUAVA
21,68,1,63,72,GUAVA
26,71,1,59,41,GUAVA
34,68,0,72,101,JAMUN
15,75,1,51,53,KIWI
23,55,1,58,11,APPLE
16,61,1,54,88,BANANA
23,45,1,58,82,POMEGRANATE
24,65,0,71,56,STRAWBERRY
23,55,1,64,35,POMEGRANATE
30,76,1,62,70,GUAVA
22,74,1,56,194,BANANA
25,52,0,56,86,CHERRIES
19,55,0,59,28,CHERRIES
16,77,1,65,196,BANANA
15,63,0,74,66,STRAWBERRY
23,60,0,74,88,LEMON
20,66,1,59,81,MOUSAMBI
28,57,0,68,53,LEMON
24,74,1,31,13,MANGO
22,73,1,62,95,DRAGONFRUIT
16,65,1,64,100,GRAPE
32,67,1,59,60,GRAPE
19,70,1,71,101,KIWI
26,61,1,58,96,MOUSAMBI
18,66,0,78,63,STRAWBERRY
14,69,1,55,19,PEAR
22,62,1,65,87,BANANA
20,70,1,66,196,BANANA
18,56,0,72,54,CHERRIES
24,68,0,58,31,BLUEBERRY
17,50,1,62,98,GRAPE
23,50,1,66,178,PEAR
20,63,1,64,70,MOUSAMBI
22,58,0,63,27,CHERRIES
20,65,0,70,56,STRAWBERRY
25,61,0,55,94,BLUEBERRY
15,64,0,72,85,CHERRIES
25,63,1,29,52,MANGO
19,61,0,76,16,STRAWBERRY
22,40,1,75,53,POMEGRANATE
28,74,1,17,77,MANGO
23,66,1,65,29,DRAGONFRUIT
27,62,1,17,48,MANGO
15,72,1,69,195,KIWI
23,54,1,67,18,PEAR
30,63,1,68,33,GRAPE
29,66,0,70,69,LEMON
45,52,1,68,36,GRAPE
23,53,1,51,27,APPLE
27,66,1,59,143,GUAVA
19,66,1,74,42,PEAR
25,64,1,32,24,MANGO
24,65,1,68,20,DRAGONFRUIT
29,69,1,53,81,MOUSAMBI
20,57,0,55,80,CHERRIES
26,66,0,68,84,BLUEBERRY
27,56,0,66,25,LEMON
34,63,1,59,92,BANANA
21,62,1,71,103,GUAVA
27,74,1,64,40,BANANA
23,60,1,71,18,KIWI
24,69,1,69,14,DRAGONFRUIT
28,59,0,61,47,BLUEBERRY
18,64,0,69,19,BLUEBERRY
33,41,1,58,13,POMEGRANATE
26,64,0,72,128,JAMUN
30,72,1,67,182,BANANA
25,72,1,52,129,GUAVA
24,77,1,70,191,BANANA
17,51,0,77,50,STRAWBERRY
27,66,1,61,19,DRAGONFRUIT
17,56,0,66,46,BLUEBERRY
17,59,0,73,75,STRAWBERRY
19,59,1,61,42,PEAR
27,75,1,65,46,DRAGONFRUIT
20,68,0,56,52,BLUEBERRY
28,60,1,55,14,GUAVA
21,61,1,69,36,APPLE
27,77,1,70,61,DRAGONFRUIT
24,60,0,68,44,LEMON
20,64,1,65,36,PEAR
19,73,1,65,57,KIWI
23,62,0,64,32,CHERRIES
23,61,1,66,14,DRAGONFRUIT
21,56,1,68,13,APPLE
26,54,0,56,82,BLUEBERRY
23,69,1,62,49,GUAVA
16,55,1,67,191,PEAR
32,72,1,59,103,BANANA
27,62,1,65,115,ORANGE
19,64,0,70,44,STRAWBERRY
20,76,1,52,42,KIWI
20,66,0,56,98,LEMON
24,73,1,25,99,MANGO
21,56,1,69,46,APPLE
34,60,0,72,53,JAMUN
28,67,1,64,26,DRAGONFRUIT
22,50,0,51,67,CHERRIES
16,62,1,65,117,PEAR
26,63,1,72,166,GUAVA
27,56,1,70,89,MOUSAMBI
25,67,1,69,122,ORANGE
33,47,1,53,85,POMEGRANATE
22,66,1,62,133,GUAVA
24,60,0,61,42,LEMON
25,77,1,53,55,BANANA
15,54,1,58,24,POMEGRANATE
21,63,1,67,13,APPLE
22,63,1,61,36,APPLE
21,68,1,54,182,BANANA
24,67,0,73,46,STRAWBERRY
23,68,0,56,96,LEMON
28,60,1,58,34,MOUSAMBI
27,69,0,51,92,LEMON
30,61,1,16,58,MANGO
21,63,1,55,46,APPLE
17,53,1,59,142,PEAR
16,65,0,54,18,BLUEBERRY
23,59,1,54,15,APPLE
20,59,1,61,38,MOUSAMBI
16,64,1,69,182,KIWI
27,66,1,19,99,MANGO
25,62,1,60,58,MOUSAMBI
18,62,1,69,40,GRAPE
23,61,1,71,57,MOUSAMBI
19,60,1,54,127,PEAR
28,60,0,61,39,BLUEBERRY
30,71,1,51,65,BANANA
35,70,0,74,21,JAMUN
25,53,1,56,22,MOUSAMBI
18,51,0,67,34,BLUEBERRY
17,63,0,64,39,CHERRIES
27,64,1,63,32,MOUSAMBI
17,63,0,63,48,BLUEBERRY
25,55,1,69,182,ORANGE
16,51,0,67,30,CHERRIES
27,70,1,34,12,MANGO
26,59,0,66,37,BLUEBERRY
22,52,1,62,11,APPLE
22,62,1,72,91,MOUSAMBI
29,67,1,56,69,MOUSAMBI
18,54,1,68,145,PEAR
27,63,1,50,60,ORANGE
19,60,1,52,175,KIWI
26,55,1,73,60,MOUSAMBI
13,72,1,63,138,BANANA
22,63,1,52,159,PEAR
28,45,1,56,66,POMEGRANATE
29,73,1,75,71,GUAVA
30,80,1,64,22,GUAVA
28,66,1,72,26,ORANGE
25,68,0,70,10,LEMON
17,56,1,56,138,PEAR
28,80,1,22,91,MANGO
25,53,1,52,160,ORANGE
18,70,1,69,168,KIWI
21,69,1,53,17,MOUSAMBI
25,51,1,50,69,MOUSAMBI
24,75,1,67,22,KIWI
27,57,1,66,97,ORANGE
27,66,0,70,159,JAMUN
27,65,1,63,29,ORANGE
22,59,1,52,159,PEAR
28,69,1,52,92,MOUSAMBI
26,76,0,73,189,JAMUN
30,67,1,67,69,GRAPE
24,74,1,28,75,MANGO
23,55,0,70,91,STRAWBERRY
24,66,0,56,93,BLUEBERRY
24,65,0,73,29,STRAWBERRY
21,66,0,56,46,BLUEBERRY
28,61,1,63,111,GUAVA
22,54,0,64,36,BLUEBERRY
16,76,1,68,175,BANANA
27,51,1,51,153,ORANGE
23,80,1,60,177,GUAVA
18,59,1,54,54,POMEGRANATE
15,70,1,68,159,BANANA
23,54,0,75,20,CHERRIES
18,56,0,52,41,CHERRIES
19,56,0,54,93,BLUEBERRY
23,64,1,59,71,GUAVA
30,56,1,68,126,ORANGE
33,76,0,61,117,JAMUN
24,72,1,23,39,MANGO
23,59,1,75,149,PEAR
19,67,1,58,127,PEAR
23,69,1,71,95,PEAR
24,67,1,53,49,DRAGONFRUIT
16,63,0,60,33,CHERRIES
25,50,0,80,16,STRAWBERRY
21,76,1,50,159,KIWI
28,72,1,22,14,MANGO
30,56,1,65,83,ORANGE
25,57,1,57,47,ORANGE
22,57,1,70,37,APPLE
21,68,1,67,71,MOUSAMBI
24,63,1,67,18,APPLE
14,60,1,57,21,PEAR
21,60,1,74,184,KIWI
28,68,1,60,45,ORANGE
22,62,1,73,177,PEAR
16,64,1,61,173,KIWI
26,70,0,69,23,JAMUN
20,60,0,79,13,STRAWBERRY
29,63,1,26,89,MANGO
18,51,0,65,52,CHERRIES
26,66,1,54,45,BANANA
24,61,0,73,69,CHERRIES
25,52,0,50,94,CHERRIES
30,67,0,62,89,BLUEBERRY
23,68,0,53,22,LEMON
17,51,1,70,94,GRAPE
16,44,1,62,30,POMEGRANATE
25,60,1,21,74,MANGO
31,78,0,64,149,JAMUN
28,56,0,52,17,LEMON
32,70,0,60,17,JAMUN
16,49,1,56,12,POMEGRANATE
27,60,1,27,83,MANGO
15,41,1,73,27,POMEGRANATE
23,70,1,59,17,APPLE
29,64,1,52,127,ORANGE
18,57,0,51,49,CHERRIES
25,54,1,68,104,ORANGE
27,61,1,73,14,MOUSAMBI
16,52,1,74,84,PEAR
30,79,1,65,110,GUAVA
20,62,0,76,25,STRAWBERRY
29,69,1,71,76,MOUSAMBI
30,64,0,61,141,JAMUN
14,68,1,51,47,BANANA
26,66,1,75,135,ORANGE
14,58,1,68,176,PEAR
25,65,0,57,77,LEMON
15,52,0,64,24,CHERRIES
16,65,0,71,74,STRAWBERRY
24,59,1,51,41,APPLE
23,54,0,61,95,BLUEBERRY
21,64,1,63,47,PEAR
22,61,1,57,167,GUAVA
21,65,1,52,25,APPLE
24,62,1,32,29,MANGO
14,61,1,60,172,BANANA
16,59,1,66,23,PEAR
20,55,0,63,97,BLUEBERRY
29,64,1,59,195,GUAVA
27,50,1,65,104,ORANGE
18,65,1,52,59,KIWI
24,68,0,72,25,STRAWBERRY
29,60,0,65,14,LEMON
19,56,1,70,37,PEAR
15,64,0,53,49,CHERRIES
16,57,0,72,56,STRAWBERRY
30,63,0,76,141,JAMUN
26,64,1,58,63,DRAGONFRUIT
15,57,0,56,91,CHERRIES
26,68,1,57,32,MOUSAMBI
29,63,1,68,124,ORANGE
17,55,1,51,11,PEAR
29,62,1,53,102,GUAVA
28,68,1,62,12,GRAPE
25,63,1,24,23,MANGO
19,58,0,50,67,CHERRIES
27,69,1,50,180,GUAVA
27,59,1,55,72,MOUSAMBI
28,63,1,30,30,MANGO
29,52,1,64,87,GRAPE
26,60,1,34,91,MANGO
24,57,1,55,29,GRAPE
24,58,0,70,87,CHERRIES
30,49,1,76,51,POMEGRANATE
14,73,1,68,115,BANANA
21,54,0,74,80,STRAWBERRY
16,68,1,51,162,KIWI
17,52,0,52,20,BLUEBERRY
22,61,1,58,44,APPLE
27,76,1,61,17,DRAGONFRUIT
22,69,1,54,190,KIWI
23,66,0,72,65,STRAWBERRY
23,59,0,56,11,CHERRIES
21,57,0,77,100,STRAWBERRY
34,55,1,63,17,POMEGRANATE
21,57,0,70,46,CHERRIES
32,62,1,56,124,BANANA
29,78,1,64,94,DRAGONFRUIT
15,62,0,52,13,CHERRIES
22,75,1,53,55,DRAGONFRUIT
26,59,1,55,104,ORANGE
23,54,1,62,43,APPLE
22,59,1,53,50,APPLE
27,63,0,63,24,BLUEBERRY
14,63,1,53,26,PEAR
24,50,0,69,50,BLUEBERRY
29,75,1,15,11,MANGO
14,74,1,65,88,KIWI
28,69,1,55,36,DRAGONFRUIT
21,79,1,52,24,DRAGONFRUIT
29,67,0,51,34,BLUEBERRY
29,77,1,57,89,BANANA
14,76,1,59,175,KIWI
23,79,1,53,181,KIWI
34,75,0,61,147,JAMUN
27,68,0,71,47,JAMUN
28,62,1,66,88,DRAGONFRUIT
22,61,0,61,29,CHERRIES
15,50,0,78,48,STRAWBERRY
33,47,1,70,92,POMEGRANATE
29,55,1,50,120,ORANGE
24,51,1,77,96,POMEGRANATE
22,60,1,65,34,MOUSAMBI
20,64,1,57,61,KIWI
23,62,1,64,37,APPLE
14,80,1,55,71,KIWI
22,66,1,62,66,KIWI
24,60,0,58,73,BLUEBERRY
22,59,1,60,27,PEAR
18,67,1,57,103,PEAR
40,63,1,54,50,GRAPE
26,70,1,21,65,MANGO
21,61,1,74,74,MOUSAMBI
24,76,1,69,81,DRAGONFRUIT
14,55,1,58,50,PEAR
26,58,1,73,61,MOUSAMBI
27,54,0,54,68,LEMON
29,58,1,66,40,MOUSAMBI
25,66,1,65,51,MOUSAMBI
35,77,0,70,128,JAMUN
21,69,1,55,47,APPLE
25,65,0,66,188,JAMUN
30,57,1,64,52,POMEGRANATE
33,63,1,64,140,BANANA
16,54,0,76,56,STRAWBERRY
19,55,1,65,196,PEAR
21,61,0,73,31,STRAWBERRY
17,58,1,51,42,POMEGRANATE
21,57,1,71,58,MOUSAMBI
26,53,1,59,84,ORANGE
24,71,1,51,35,DRAGONFRUIT
29,60,1,28,30,MANGO
32,56,1,69,49,GRAPE
20,56,1,63,28,POMEGRANATE
27,50,0,74,32,BLUEBERRY
29,61,1,56,58,MOUSAMBI
18,66,0,71,79,STRAWBERRY
32,66,1,58,97,BANANA
21,63,0,70,18,STRAWBERRY
24,63,0,53,86,LEMON
15,62,1,62,51,GRAPE
18,60,1,68,36,BANANA
30,63,0,76,58,JAMUN
14,51,1,69,56,PEAR
25,68,0,73,58,LEMON
24,68,1,53,22,DRAGONFRUIT
20,69,1,55,61,KIWI
22,63,0,70,10,CHERRIES
25,74,1,71,153,GUAVA
25,63,1,24,20,MANGO
17,66,1,51,122,KIWI
30,59,1,61,20,POMEGRANATE
16,69,0,71,94,STRAWBERRY
20,63,1,51,77,MOUSAMBI
30,69,0,59,72,BLUEBERRY
24,52,1,67,88,POMEGRANATE
28,65,0,69,77,JAMUN
22,58,0,60,55,CHERRIES
15,56,0,70,73,CHERRIES
23,64,1,55,49,APPLE
23,70,1,60,41,APPLE
19,65,1,54,24,GRAPE
24,56,1,72,31,POMEGRANATE
20,60,0,58,31,CHERRIES
28,79,1,52,36,GUAVA
23,68,0,80,51,STRAWBERRY
37,57,1,70,48,GRAPE
22,55,1,57,20,APPLE
20,79,1,74,65,GUAVA
16,57,1,59,61,PEAR
26,70,1,67,73,DRAGONFRUIT
23,54,1,74,10,APPLE
28,46,1,58,50,POMEGRANATE
36,67,1,67,89,GRAPE
24,66,0,62,15,BLUEBERRY
22,58,1,72,24,PEAR
30,61,0,60,139,JAMUN
20,59,0,73,82,STRAWBERRY
18,53,1,52,152,PEAR
25,63,0,72,20,STRAWBERRY
20,51,1,71,55,POMEGRANATE
18,78,1,53,134,KIWI
25,56,0,57,45,LEMON
20,60,0,53,16,BLUEBERRY
30,60,1,67,82,ORANGE
22,66,1,50,58,BANANA
16,52,0,72,59,CHERRIES
20,60,1,62,43,MOUSAMBI
28,61,1,50,50,DRAGONFRUIT
33,80,0,69,35,JAMUN
23,58,0,52,52,BLUEBERRY
34,51,1,74,56,POMEGRANATE
20,51,0,73,26,BLUEBERRY
25,59,0,69,37,BLUEBERRY
18,59,0,77,37,STRAWBERRY
25,69,0,55,57,LEMON
17,51,0,63,41,CHERRIES
21,69,1,59,174,GUAVA
24,69,1,63,13,APPLE
25,63,1,68,172,ORANGE
28,60,1,71,75,MOUSAMBI
29,71,1,55,73,DRAGONFRUIT
22,50,1,75,39,APPLE
24,73,1,72,50,KIWI
21,66,1,59,140,PEAR
22,52,1,53,28,APPLE
33,64,0,80,78,JAMUN
24,54,1,65,23,APPLE
14,69,1,63,110,KIWI
19,40,1,76,41,POMEGRANATE
28,74,1,60,120,GUAVA
25,52,0,64,39,LEMON
16,69,1,69,45,BANANA
28,64,0,53,82,LEMON
23,64,1,50,73,PEAR
32,64,0,63,186,JAMUN
18,53,0,72,51,BLUEBERRY
19,57,0,71,19,STRAWBERRY
18,51,0,50,49,BLUEBERRY
18,62,0,59,77,CHERRIES
28,53,1,72,85,ORANGE
26,76,1,53,198,GUAVA
20,52,1,73,90,PEAR
23,65,1,62,31,APPLE
31,61,0,68,36,JAMUN
18,60,0,65,64,CHERRIES
27,78,1,19,81,MANGO
22,59,1,64,38,PEAR
28,52,0,65,45,BLUEBERRY
18,49,1,66,12,POMEGRANATE
28,63,0,64,14,LEMON
41,50,1,62,22,GRAPE
16,65,1,53,124,KIWI
29,55,1,51,45,MOUSAMBI
17,61,0,62,64,CHERRIES
18,64,1,59,29,GRAPE
30,80,0,79,47,JAMUN
25,72,1,66,94,DRAGONFRUIT
17,54,0,73,21,CHERRIES
28,59,1,55,84,MOUSAMBI
26,71,1,51,48,GUAVA
24,70,1,53,61,BANANA
30,79,1,58,22,DRAGONFRUIT
28,52,1,52,164,ORANGE
18,52,1,67,175,PEAR
27,74,1,57,50,DRAGONFRUIT
24,70,1,18,34,MANGO
27,55,0,70,53,LEMON
30,77,1,53,32,BANANA
26,58,1,52,56,MOUSAMBI
27,74,1,53,35,GUAVA
31,53,1,51,15,POMEGRANATE
23,62,1,55,124,GUAVA
17,63,0,68,30,CHERRIES
14,50,1,74,149,PEAR
34,52,1,52,64,POMEGRANATE
22,62,1,64,29,APPLE
26,63,1,69,24,ORANGE
21,58,0,67,70,CHERRIES
29,59,0,60,89,BLUEBERRY
27,64,0,64,60,LEMON
24,69,0,75,12,STRAWBERRY
23,68,1,57,24,APPLE
24,75,1,54,53,DRAGONFRUIT
33,46,1,75,21,POMEGRANATE
18,67,1,63,128,PEAR
14,76,1,69,115,KIWI
28,58,1,52,29,MOUSAMBI
19,68,1,53,11,PEAR
35,74,1,64,84,BANANA
22,67,1,68,173,GUAVA
27,52,1,77,56,POMEGRANATE
21,70,1,50,14,APPLE
21,66,1,65,186,GUAVA
30,76,1,32,76,MANGO
28,74,1,70,53,BANANA
30,60,0,58,81,BLUEBERRY
28,63,1,30,48,MANGO
22,64,1,55,46,APPLE
32,67,0,71,151,JAMUN
16,79,1,60,48,KIWI
22,65,1,72,179,PEAR
25,54,0,72,18,STRAWBERRY
27,60,1,27,90,MANGO
19,54,1,71,194,PEAR
18,56,1,75,18,POMEGRANATE
25,62,1,64,92,DRAGONFRUIT
22,56,1,64,16,APPLE
25,57,1,69,91,MOUSAMBI
20,69,1,51,77,DRAGONFRUIT
29,65,1,55,62,GRAPE
21,55,0,53,77,BLUEBERRY
25,66,1,66,51,MOUSAMBI
23,76,1,62,102,KIWI
29,61,0,59,39,LEMON
19,59,1,50,72,POMEGRANATE
25,41,1,68,28,POMEGRANATE
32,51,1,74,70,POMEGRANATE
24,63,1,50,92,DRAGONFRUIT
21,50,0,75,10,STRAWBERRY
25,74,1,32,74,MANGO
30,75,1,35,82,MANGO
22,68,1,64,54,GRAPE
23,63,0,63,36,BLUEBERRY
32,78,1,66,54,BANANA
30,78,0,68,148,JAMUN
23,61,1,75,22,APPLE
29,65,1,52,151,BANANA
16,60,0,60,80,CHERRIES
27,53,1,59,68,POMEGRANATE
15,62,1,65,86,KIWI
25,59,0,69,22,LEMON
20,58,1,52,39,POMEGRANATE
25,71,1,72,148,GUAVA
21,45,1,71,50,POMEGRANATE
21,65,1,59,35,PEAR
20,51,0,54,20,CHERRIES
26,62,0,55,50,LEMON
17,63,1,66,88,BANANA
25,61,1,68,81,ORANGE
25,71,1,68,62,DRAGONFRUIT
29,72,1,52,48,BANANA
27,77,1,54,118,BANANA
17,42,1,62,100,POMEGRANATE
33,75,1,67,193,BANANA
22,68,1,55,41,DRAGONFRUIT
22,79,1,57,43,KIWI
17,66,0,63,23,BLUEBERRY
21,67,1,66,54,DRAGONFRUIT
28,68,1,52,19,DRAGONFRUIT
24,51,1,53,69,MOUSAMBI
20,77,1,69,185,BANANA
34,65,1,55,181,BANANA
24,61,1,61,17,APPLE
19,72,1,61,38,KIWI
23,55,1,63,144,PEAR
27,59,1,64,71,GRAPE
29,58,1,63,73,POMEGRANATE
20,58,1,61,59,GRAPE
44,67,1,60,34,GRAPE
16,57,1,64,62,PEAR
28,70,0,68,27,LEMON
21,49,1,58,68,POMEGRANATE
17,65,1,63,157,BANANA
22,67,0,79,92,STRAWBERRY
37,68,1,61,96,GRAPE
19,69,1,67,83,BANANA
22,61,1,73,37,APPLE
35,74,1,69,196,BANANA
18,53,0,73,86,STRAWBERRY
29,56,0,69,16,BLUEBERRY
31,64,0,61,194,JAMUN
17,77,1,62,189,KIWI
21,54,1,71,177,PEAR
40,69,1,59,74,GRAPE
29,59,1,59,40,POMEGRANATE
24,73,1,15,42,MANGO
17,63,1,70,199,PEAR
21,53,1,52,17,MOUSAMBI
22,50,0,69,27,LEMON
24,60,1,68,60,BANANA
29,63,1,18,75,MANGO
30,69,1,67,70,ORANGE
24,63,0,70,67,STRAWBERRY
29,74,1,63,93,DRAGONFRUIT
18,63,0,72,99,STRAWBERRY
34,62,1,53,117,BANANA
22,56,1,72,93,PEAR
28,66,1,16,48,MANGO
29,69,1,23,44,MANGO
31,75,0,63,137,JAMUN
22,60,0,69,54,CHERRIES
31,51,1,73,25,POMEGRANATE
29,58,1,59,60,ORANGE
18,53,0,62,12,BLUEBERRY
25,61,1,29,46,MANGO
21,59,1,65,26,PEAR
32,53,1,75,85,POMEGRANATE
20,63,1,52,157,PEAR
26,51,1,74,10,MOUSAMBI
17,57,0,52,15,BLUEBERRY
18,59,1,71,24,PEAR
16,52,1,52,36,POMEGRANATE
21,61,1,72,11,APPLE
15,56,1,50,132,PEAR
25,54,0,65,83,CHERRIES
25,65,0,70,47,STRAWBERRY
21,63,1,63,143,BANANA
25,44,1,53,82,POMEGRANATE
28,77,1,70,124,GUAVA
23,64,1,56,121,BANANA
23,52,1,61,24,APPLE
19,53,0,73,93,STRAWBERRY
38,63,1,70,91,GRAPE
24,55,1,66,48,APPLE
30,72,1,68,197,GUAVA
19,68,1,71,116,KIWI
25,62,0,76,98,JAMUN
23,76,1,69,177,GUAVA
29,74,1,68,145,BANANA
24,74,1,68,96,GUAVA
22,73,1,59,70,DRAGONFRUIT
